command,command_key,base_command,category,description,examples,source_line,source_page,canonical_source,source_files,status,duplicate_type,duplicate_of,quality_flags,confidence
find -size,find -size,find,File Management,Filtruje rozmiar,find / -size +100M,4108,71,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND,candidate,,,,high
find -type,find -type,find,File Management,Filtruje typ (f/d/l),find /tmp -type f,4113,71,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND,candidate,,,,high
find . -atime -1,find . -atime -1,find,File Management,Sekcja Komend,find . -atime -1,4118,71,runtime/knowledge/source/linux_master_library_v1.pdf,RHCSA_Command_Library.pdf,duplicate_existing,canonical+command_index,find . -atime -1,weak_description,high
find . -ctime -1,find . -ctime -1,find,File Management,Sekcja Komend,find . -ctime -1,4123,71,runtime/knowledge/source/linux_master_library_v1.pdf,RHCSA_Command_Library.pdf,duplicate_existing,canonical+command_index,find . -ctime -1,weak_description,high
find . -gid,find . -gid,find,File Management,Sekcja Komend 71,find . -gid 1000,4128,71,runtime/knowledge/source/linux_master_library_v1.pdf,RHCSA_Command_Library.pdf,duplicate_existing,canonical+command_index,find . -gid,,high
find . -group,find . -group,find,File Management,Sekcja Komend,find . -group,4138,72,runtime/knowledge/source/linux_master_library_v1.pdf,RHCSA_Command_Library.pdf,duplicate_existing,canonical+command_index,find . -group,weak_description,high
find . -iname,find . -iname,find,File Management,Sekcja Komend,find . -iname,4143,72,runtime/knowledge/source/linux_master_library_v1.pdf,RHCSA_Command_Library.pdf,duplicate_existing,canonical+command_index,find . -iname,weak_description,high
find . -mmin -60,find . -mmin -60,find,File Management,Sekcja Komend,find . -mmin -60,4148,72,runtime/knowledge/source/linux_master_library_v1.pdf,RHCSA_Command_Library.pdf,duplicate_existing,canonical+command_index,find . -mmin -60,weak_description,high
find . -mtime +30,find . -mtime +30,find,File Management,Sekcja Komend,find . -mtime +30,4153,72,runtime/knowledge/source/linux_master_library_v1.pdf,RHCSA_Command_Library.pdf,duplicate_existing,canonical+command_index,find . -mtime +30,weak_description,high
find . -mtime -7,find . -mtime -7,find,File Management,Sekcja Komend,find . -mtime -7,4158,72,runtime/knowledge/source/linux_master_library_v1.pdf,RHCSA_Command_Library.pdf,duplicate_existing,canonical+command_index,find . -mtime -7,weak_description,high
"find . -name ""*.jpg""","find . -name ""*.jpg""",find,File Management,parallel convert {} -resize 800x600 resized/{},"find . -name ""*.jpg""",4163,72,runtime/knowledge/source/linux_master_library_v1.pdf,linux_engineering_book.pdf,candidate,,,,high
"find . -name ""*.jpg"" | parallel convert {} -resize 800x600 resized/{}","find . -name ""*.jpg"" | parallel convert {} -resize 800x600 resized/{}",find,File Management,28.1 Bash — Zaawansowane Techniki,"find . -name ""*.jpg"" | parallel convert {} -resize 800x600 resized/{}",4168,72,runtime/knowledge/source/linux_master_library_v1.pdf,linux_engineering_book.md,candidate,,,,high
"find . -name ""*.log""","find . -name ""*.log""",find,File Management,xargs rm 72,"find . -name ""*.log""",4173,72,runtime/knowledge/source/linux_master_library_v1.pdf,linux_engineering_book.pdf,candidate,,,,high
"find . -name ""*.log"" | xargs rm","find . -name ""*.log"" | xargs rm",find,File Management,10.4 Przetwarzanie Tekstu,"find . -name ""*.log"" | xargs rm",4183,73,runtime/knowledge/source/linux_master_library_v1.pdf,linux_engineering_book.md,candidate,,,,high
"find . -name ""*.txt""","find . -name ""*.txt""",find,File Management,xargs -I {} cp {} /backup/,"find . -name ""*.txt""",4188,73,runtime/knowledge/source/linux_master_library_v1.pdf,linux_engineering_book.pdf,candidate,,,,high
"find . -name ""*.txt"" | xargs -I {} cp {} /backup/","find . -name ""*.txt"" | xargs -I {} cp {} /backup/",find,File Management,10.4 Przetwarzanie Tekstu,"find . -name ""*.txt"" | xargs -I {} cp {} /backup/",4193,73,runtime/knowledge/source/linux_master_library_v1.pdf,linux_engineering_book.md,candidate,,,,high
find . -name '*.log',find . -name '*.log',find,File Management,Sekcja Komend,find . -name '*.log',4198,73,runtime/knowledge/source/linux_master_library_v1.pdf,RHCSA_Command_Library.pdf,duplicate_existing,canonical+command_index,find . -name '*.log',weak_description,high
find . -newer,find . -newer,find,File Management,Sekcja Komend,find . -newer,4203,73,runtime/knowledge/source/linux_master_library_v1.pdf,RHCSA_Command_Library.pdf,duplicate_existing,canonical+command_index,find . -newer,weak_description,high
find . -nouser,find . -nouser,find,File Management,Sekcja Komend,find . -nouser,4208,73,runtime/knowledge/source/linux_master_library_v1.pdf,RHCSA_Command_Library.pdf,duplicate_existing,canonical+command_index,find . -nouser,weak_description,high
find . -perm -1000,find . -perm -1000,find,File Management,Sekcja Komend,find . -perm -1000,4213,73,runtime/knowledge/source/linux_master_library_v1.pdf,RHCSA_Command_Library.pdf,duplicate_existing,canonical+command_index,find . -perm -1000,weak_description,high
find . -perm -2000,find . -perm -2000,find,File Management,Sekcja Komend 73,find . -perm -2000,4218,73,runtime/knowledge/source/linux_master_library_v1.pdf,RHCSA_Command_Library.pdf,duplicate_existing,canonical+command_index,find . -perm -2000,,high
find . -perm -4000,find . -perm -4000,find,File Management,Szukaj konfiguracji w /etc,find . -perm -4000,4228,74,runtime/knowledge/source/linux_master_library_v1.pdf,RHCSA_Command_Library.pdf,duplicate_existing,canonical+command_index,find . -perm -4000,,high
find . -perm -644,find . -perm -644,find,File Management,Sekcja Komend,find . -perm -644,4233,74,runtime/knowledge/source/linux_master_library_v1.pdf,RHCSA_Command_Library.pdf,duplicate_existing,canonical+command_index,find . -perm -644,weak_description,high
find . -perm /644,find . -perm /644,find,File Management,Sekcja Komend,find . -perm /644,4238,74,runtime/knowledge/source/linux_master_library_v1.pdf,RHCSA_Command_Library.pdf,duplicate_existing,canonical+command_index,find . -perm /644,weak_description,high
find . -perm,find . -perm,find,File Management,Sekcja Komend,find . -perm 644,4243,74,runtime/knowledge/source/linux_master_library_v1.pdf,RHCSA_Command_Library.pdf,duplicate_existing,canonical+command_index,find . -perm,weak_description,high
find . -size +100M,find . -size +100M,find,File Management,Sekcja Komend,find . -size +100M,4248,74,runtime/knowledge/source/linux_master_library_v1.pdf,RHCSA_Command_Library.pdf,duplicate_existing,canonical+command_index,find . -size +100M,weak_description,high
find . -size +1G,find . -size +1G,find,File Management,Sekcja Komend,find . -size +1G,4253,74,runtime/knowledge/source/linux_master_library_v1.pdf,RHCSA_Command_Library.pdf,duplicate_existing,canonical+command_index,find . -size +1G,weak_description,high
find . -size -10k,find . -size -10k,find,File Management,Sekcja Komend,find . -size -10k,4258,74,runtime/knowledge/source/linux_master_library_v1.pdf,RHCSA_Command_Library.pdf,duplicate_existing,canonical+command_index,find . -size -10k,weak_description,high
find . -size 512c,find . -size 512c,find,File Management,Sekcja Komend 74,find . -size 512c,4263,74,runtime/knowledge/source/linux_master_library_v1.pdf,RHCSA_Command_Library.pdf,duplicate_existing,canonical+command_index,find . -size 512c,,high
find . -type f -exec chmod 644 {} +,find . -type f -exec chmod 644 {} +,find,File Management,Prefer over .,find . -type f -exec chmod 644 {} +,4273,75,runtime/knowledge/source/linux_master_library_v1.pdf,komendy,candidate,,,,high
find . -type f -exec md5sum {} \;,find . -type f -exec md5sum {} \;,find,File Management,sort uniq -w32 -dD,,4278,75,runtime/knowledge/source/linux_master_library_v1.pdf,linux_engineering_book.pdf,candidate,,,,high
find . -type f -exec md5sum {} \; | sort | uniq -w32 -dD,find . -type f -exec md5sum {} \; | sort | uniq -w32 -dD,find,File Management,Dodatek A: Przydatne Jednowierszowce,find . -type f -exec md5sum {} \; | sort | uniq -w32 -dD,4283,75,runtime/knowledge/source/linux_master_library_v1.pdf,linux_engineering_book.md,candidate,,,,high
find . -uid,find . -uid,find,File Management,Sekcja Komend,find . -uid 1000,4288,75,runtime/knowledge/source/linux_master_library_v1.pdf,RHCSA_Command_Library.pdf,duplicate_existing,canonical+command_index,find . -uid,weak_description,high
find . -user,find . -user,find,File Management,Sekcja Komend,find . -user,4293,75,runtime/knowledge/source/linux_master_library_v1.pdf,RHCSA_Command_Library.pdf,duplicate_existing,canonical+command_index,find . -user,weak_description,high
find / -name,find / -name,find,File Management,Sekcja Komend,find / -name,4298,75,runtime/knowledge/source/linux_master_library_v1.pdf,RHCSA_Command_Library.pdf,duplicate_existing,canonical+command_index,find / -name,weak_description,high
find / -type b,find / -type b,find,File Management,Sekcja Komend,find / -type b,4303,75,runtime/knowledge/source/linux_master_library_v1.pdf,RHCSA_Command_Library.pdf,duplicate_existing,canonical+command_index,find / -type b,weak_description,high
find / -type c,find / -type c,find,File Management,Sekcja Komend 75,find / -type c,4308,75,runtime/knowledge/source/linux_master_library_v1.pdf,RHCSA_Command_Library.pdf,duplicate_existing,canonical+command_index,find / -type c,,high
find / -type d -name,find / -type d -name,find,File Management,Sekcja Komend,find / -type d -name,4318,76,runtime/knowledge/source/linux_master_library_v1.pdf,RHCSA_Command_Library.pdf,duplicate_existing,canonical+command_index,find / -type d -name,weak_description,high
find / -type f -mmin -60 2>/dev/null,find / -type f -mmin -60 2>/dev/null,find,File Management,Znajdź pliki modyfikowane w ostatniej godzinie,find / -type f -mmin -60 2>/dev/null,4323,76,runtime/knowledge/source/linux_master_library_v1.pdf,linux_engineering_book.md | linux_engineering_book.pdf,candidate,,,,high
find / -type f -name,find / -type f -name,find,File Management,Sekcja Komend,find / -type f -name,4328,76,runtime/knowledge/source/linux_master_library_v1.pdf,RHCSA_Command_Library.pdf,duplicate_existing,canonical+command_index,find / -type f -name,weak_description,high
find / -type f -size +100M -exec ls -lh {} \; 2>/dev/null,find / -type f -size +100M -exec ls -lh {} \; 2>/dev/null,find,File Management,Dodatek A: Przydatne Jednowierszowce,find / -type f -size +100M -exec ls -lh {} \; 2>/dev/null,4333,76,runtime/knowledge/source/linux_master_library_v1.pdf,linux_engineering_book.md | linux_engineering_book.pdf,candidate,,,,high
find / -type f -size +100M 2>/dev/null,find / -type f -size +100M 2>/dev/null,find,File Management,Dodatek B: Komendy Ratunkowe,find / -type f -size +100M 2>/dev/null,4338,76,runtime/knowledge/source/linux_master_library_v1.pdf,linux_engineering_book.md | linux_engineering_book.pdf,candidate,,,,high
find / -type l,find / -type l,find,File Management,Sekcja Komend,find / -type l,4343,76,runtime/knowledge/source/linux_master_library_v1.pdf,RHCSA_Command_Library.pdf,duplicate_existing,canonical+command_index,find / -type l,weak_description,high
findmnt,findmnt,findmnt,File Management,mounted filesystems as tree. SAFE,findmnt,4348,76,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND | RHCSA_Command_Library.pdf | komendy,duplicate_existing,canonical+command_index,findmnt,,high
findmnt --fstab,findmnt --fstab,findmnt,File Management,Sekcja Komend 76,findmnt --fstab,4353,76,runtime/knowledge/source/linux_master_library_v1.pdf,RHCSA_Command_Library.pdf,candidate,,,,high
findmnt --kernel,findmnt --kernel,findmnt,File Management,Kernel mountinfo,findmnt --kernel,4363,77,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND,candidate,,,,high
findmnt --poll,findmnt --poll,findmnt,File Management,Monitor mounts,findmnt --poll,4368,77,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND,candidate,,,,high
findmnt --target,findmnt --target,findmnt,File Management,Find mount for path,findmnt --target /var,4373,77,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND,candidate,,,,high
findmnt -t xfs,findmnt -t xfs,findmnt,File Management,Sekcja Komend,findmnt -t xfs,4378,77,runtime/knowledge/source/linux_master_library_v1.pdf,RHCSA_Command_Library.pdf,candidate,,,weak_description,medium
findmnt /mnt,findmnt /mnt,findmnt,File Management,verify mount options. SAFE,findmnt /mnt,4383,77,runtime/knowledge/source/linux_master_library_v1.pdf,RHCSA_Command_Library.pdf | komendy,candidate,,,,high
head,head,head,File Management,Pierwsze N linii,head -n 20 file.log,4388,77,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND,duplicate_existing,command_index,head,,high
head -c 100 file.txt,head -c 100 file.txt,head,File Management,Sekcja Komend,head -c 100 file.txt,4393,77,runtime/knowledge/source/linux_master_library_v1.pdf,RHCSA_Command_Library.pdf,candidate,,,weak_description,medium
head -n 20 file,head -n 20 file,head,File Management,first lines. SAFE 77,head -n 20 file,4398,77,runtime/knowledge/source/linux_master_library_v1.pdf,komendy,candidate,,,,high
head -n 20 file.txt,head -n 20 file.txt,head,File Management,Sekcja Komend,head -n 20 file.txt,4408,78,runtime/knowledge/source/linux_master_library_v1.pdf,RHCSA_Command_Library.pdf,candidate,,,weak_description,medium
head file.txt,head file.txt,head,File Management,Sekcja Komend,head file.txt,4413,78,runtime/knowledge/source/linux_master_library_v1.pdf,RHCSA_Command_Library.pdf,candidate,,,weak_description,medium
install,install,install,File Management,Kopiuje z uprawnieniami,install -m 755 script.sh /usr/local/bin/,4418,78,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND,duplicate_existing,command_index,install,,high
less,less,less,File Management,Przeglądarka stronicowa,less /var/log/secure,4423,78,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND,candidate,,,,high
less +/pattern file,less +/pattern file,less,File Management,Sekcja Komend,less +/pattern file,4428,78,runtime/knowledge/source/linux_master_library_v1.pdf,RHCSA_Command_Library.pdf,candidate,,,weak_description,medium
less +F file,less +F file,less,File Management,follow mode. SAFE,less +F file,4433,78,runtime/knowledge/source/linux_master_library_v1.pdf,komendy,candidate,,,,high
less +G file.txt,less +G file.txt,less,File Management,Sekcja Komend,less +G file.txt,4438,78,runtime/knowledge/source/linux_master_library_v1.pdf,RHCSA_Command_Library.pdf,candidate,,,weak_description,medium
less file.txt,less file.txt,less,File Management,Sekcja Komend 78,less file.txt,4443,78,runtime/knowledge/source/linux_master_library_v1.pdf,RHCSA_Command_Library.pdf,candidate,,,,high
ln,ln,ln,File Management,Tworzy twardy link,ln file1 file2,4453,79,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND,candidate,,,,high
ln -s,ln -s,ln,File Management,Tworzy symboliczny link,ln -s /etc/hosts /tmp/hosts,4458,79,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND,candidate,,,,high
ln -s target linkname,ln -s target linkname,ln,File Management,symbolic link. SAFE,ln -s target linkname,4463,79,runtime/knowledge/source/linux_master_library_v1.pdf,komendy,candidate,,,,high
ln target linkname,ln target linkname,ln,File Management,hard link. SAFE,ln target linkname,4468,79,runtime/knowledge/source/linux_master_library_v1.pdf,komendy,candidate,,,,high
locate,locate,locate,File Management,Szybkie wyszukiwanie (baza danych),locate httpd.conf,4473,79,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND,candidate,,,,high
losetup -fP disk.img,losetup -fP disk.img,losetup,File Management,attach loop with partition scan. CAUTION,losetup -fP disk.img,4478,79,runtime/knowledge/source/linux_master_library_v1.pdf,komendy,candidate,,,,high
ls,ls,ls,File Management,Wyświetla zawartość katalogu,ls -la /etc | ls,4483,79,runtime/knowledge/source/linux_master_library_v1.pdf,LINUX COMMAND | RHCSA_Command_Library.pdf,duplicate_existing,canonical+command_index,ls,,high
ls *(.) # tylko pliki,ls *(.) # tylko pliki,ls,File Management,28.2 Zsh — Unikalne Funkcje 79,ls *(.) # tylko pliki,4489,79,runtime/knowledge/source/linux_master_library_v1.pdf,linux_engineering_book.md | linux_engineering_book.pdf,candidate,,,,high
ls *(.L+1M) # pliki > 1MB,ls *(.L+1M) # pliki > 1MB,ls,File Management,28.2 Zsh — Unikalne Funkcje,ls *(.L+1M) # pliki > 1MB,4499,80,runtime/knowledge/source/linux_master_library_v1.pdf,linux_engineering_book.md | linux_engineering_book.pdf,candidate,,,,high
ls *(.m-7) # pliki modyfikowane w ostatnich 7 dniach,ls *(.m-7) # pliki modyfikowane w ostatnich 7 dniach,ls,File Management,28.2 Zsh — Unikalne Funkcje,ls *(.m-7) # pliki modyfikowane w ostatnich 7 dniach,4504,80,runtime/knowledge/source/linux_master_library_v1.pdf,linux_engineering_book.md | linux_engineering_book.pdf,candidate,,,,high
