path,file_type,size_bytes,tracked_by_git,classification_label,authority_role,contamination_risk,duplicate_authority_risk,generated_runtime,external_model_output,rhcsa_or_linux_knowledge,recommended_action,notes
runtime/tools/build_rhcsa_library.py,.py,40708,yes,source-code,runtime/source component,low,low,False,False,True,keep unless later scoped audit says otherwise,
runtime/tools/check_no_direct_retrieval_imports.py,.py,1656,yes,source-code,runtime/source component,low,low,False,False,True,keep unless later scoped audit says otherwise,
runtime/tools/epistemic_registry.py,.py,13781,yes,source-code,runtime/source component,low,low,False,False,False,keep unless later scoped audit says otherwise,
runtime/tools/executor.py,.py,9177,yes,source-code,runtime/source component,low,low,False,False,False,keep unless later scoped audit says otherwise,
runtime/tools/filesystem_tools.py,.py,4101,yes,source-code,runtime/source component,low,low,False,False,False,keep unless later scoped audit says otherwise,
runtime/tools/memory.py,.py,11531,yes,source-code,runtime/source component,low,low,False,False,False,keep unless later scoped audit says otherwise,
runtime/tools/memory_hats.py,.py,4346,yes,source-code,runtime/source component,low,low,False,False,False,keep unless later scoped audit says otherwise,
runtime/tools/project_scanner.py,.py,3738,yes,source-code,runtime/source component,low,low,False,False,False,keep unless later scoped audit says otherwise,
runtime/tools/provenance.py,.py,6465,yes,source-code,runtime/source component,low,low,False,False,False,keep unless later scoped audit says otherwise,
runtime/tools/provenance_readout.py,.py,2369,yes,source-code,runtime/source component,low,low,False,False,False,keep unless later scoped audit says otherwise,
runtime/tools/rhcsa_search.py,.py,22641,yes,source-code,runtime/source component,low,low,False,False,True,keep unless later scoped audit says otherwise,
runtime/tools/shell_tools.py,.py,1407,yes,source-code,runtime/source component,low,low,False,False,False,keep unless later scoped audit says otherwise,
runtime/tools/system_info.py,.py,1234,yes,source-code,runtime/source component,low,low,False,False,False,keep unless later scoped audit says otherwise,
runtime/tools/validator.py,.py,7844,yes,source-code,runtime/source component,low,low,False,False,False,keep unless later scoped audit says otherwise,
runtime/tools/web_reader.py,.py,872,yes,source-code,runtime/source component,low,low,False,False,False,keep unless later scoped audit says otherwise,
runtime/webapp.py,.py,5272,yes,source-code,runtime/source component,low,low,False,False,False,keep unless later scoped audit says otherwise,
scripts/start_tui.sh,.sh,591,yes,source-code,runtime/source component,low,low,False,False,False,keep unless later scoped audit says otherwise,
state/model_config.json,.json,36,yes,unknown-needs-review,unclassified repository file,low,low,False,False,False,manual review,
state/providers.json,.json,205,yes,unknown-needs-review,unclassified repository file,low,low,False,False,False,manual review,
tests/test_aoia_determinism.py,.py,1992,yes,tests,test suite,low,low,False,False,False,keep with source,
tests/test_append_only_provenance.py,.py,5940,yes,tests,test suite,low,low,False,False,False,keep with source,
tests/test_candidate_triage.py,.py,4136,yes,tests,test suite,low,low,False,False,False,keep with source,
tests/test_epistemic_kernel.py,.py,1712,yes,tests,test suite,low,low,False,False,False,keep with source,
tests/test_epistemic_registry.py,.py,3299,yes,tests,test suite,low,low,False,False,False,keep with source,
tests/test_epistemic_safeguards.py,.py,3012,yes,tests,test suite,low,low,False,False,False,keep with source,
tests/test_evidence_boundary.py,.py,2270,yes,tests,test suite,low,low,False,False,False,keep with source,
tests/test_evidence_write_contract.py,.py,5473,yes,tests,test suite,low,low,False,False,False,keep with source,
tests/test_executor_containment.py,.py,1863,yes,tests,test suite,low,low,False,False,False,keep with source,
tests/test_facade_delegation.py,.py,1433,yes,tests,test suite,low,low,False,False,False,keep with source,
tests/test_knowledge_validator.py,.py,3940,yes,tests,test suite,low,low,False,False,True,keep with source,
tests/test_linux_retrieval.py,.py,2928,yes,tests,test suite,low,low,False,False,True,keep with source,
tests/test_main.py,.py,19340,yes,tests,test suite,low,low,False,False,False,keep with source,
tests/test_memory_layer_isolation_smoke.py,.py,997,yes,tests,test suite,low,low,False,False,False,keep with source,
tests/test_no_direct_rhcsa_search_imports.py,.py,854,yes,tests,test suite,low,low,False,False,True,keep with source,
tests/test_provenance_attachment.py,.py,890,yes,tests,test suite,low,low,False,False,False,keep with source,
tests/test_provenance_readout.py,.py,3455,yes,tests,test suite,low,low,False,False,False,keep with source,
tests/test_provenance_verification.py,.py,5027,yes,tests,test suite,low,low,False,False,False,keep with source,
tests/test_retrieval_facade_contract.py,.py,3825,yes,tests,test suite,low,low,False,False,True,keep with source,
tests/test_retrieval_refusal.py,.py,1420,yes,tests,test suite,low,low,False,False,True,keep with source,
tests/test_rhcsa_retrieval.py,.py,2446,yes,tests,test suite,low,low,False,False,True,keep with source,
tests/test_routing_boundary.py,.py,6708,yes,tests,test suite,low,low,False,False,False,keep with source,
tests/test_runtime_router_contract_guard.py,.py,5636,yes,tests,test suite,low,low,False,False,False,keep with source,
tests/test_scoring_consistency.py,.py,1162,yes,tests,test suite,low,low,False,False,False,keep with source,
tests/test_tui_phase1.py,.py,3582,yes,tests,test suite,low,low,False,False,False,keep with source,
tests/test_tui_phase2.py,.py,5425,yes,tests,test suite,low,low,False,False,False,keep with source,
tui/__init__.py,.py,54,yes,source-code,runtime/source component,low,low,False,False,False,keep unless later scoped audit says otherwise,
tui/app.py,.py,9886,yes,source-code,runtime/source component,low,low,False,False,False,keep unless later scoped audit says otherwise,
tui/views/__init__.py,.py,38,yes,source-code,runtime/source component,low,low,False,False,False,keep unless later scoped audit says otherwise,
tui/views/dashboard.py,.py,1778,yes,source-code,runtime/source component,low,low,False,False,False,keep unless later scoped audit says otherwise,
tui/widgets/__init__.py,.py,49,yes,source-code,runtime/source component,low,low,False,False,False,keep unless later scoped audit says otherwise,
tui/widgets/approval_panel.py,.py,1150,yes,source-code,runtime/source component,low,low,False,False,False,keep unless later scoped audit says otherwise,
tui/widgets/log_panel.py,.py,2944,yes,source-code,runtime/source component,low,low,False,False,False,keep unless later scoped audit says otherwise,
tui/widgets/status_bar.py,.py,906,yes,source-code,runtime/source component,low,low,False,False,False,keep unless later scoped audit says otherwise,
tui/widgets/status_panel.py,.py,1250,yes,source-code,runtime/source component,low,low,False,False,False,keep unless later scoped audit says otherwise,
tui/widgets/transcript_panel.py,.py,2471,yes,source-code,runtime/source component,low,low,False,False,False,keep unless later scoped audit says otherwise,
web/app.js,.js,5631,yes,source-code,runtime/source component,low,low,False,False,False,keep unless later scoped audit says otherwise,
web/index.html,.html,4631,yes,source-code,runtime/source component,low,low,False,False,False,keep unless later scoped audit says otherwise,
web/styles.css,.css,4921,yes,source-code,runtime/source component,low,low,False,False,False,keep unless later scoped audit says otherwise,
